Date : 2021-05-22 20:13:44
Directory : /Users/tyshowers/Dropbox/angular/notch-app/projects
Total : 542 files,  9804 codes, 781 comments, 1827 blanks, all 12412 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/README.md                                                         | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/karma.conf.js                                                     | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/ng-package.json                                                   | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/package.json                                                      | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/src/lib/lick-marketing-cart.component.spec.ts                     | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/src/lib/lick-marketing-cart.component.ts                          | TypeScript |         16 |          0 |          5 |         21 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/src/lib/lick-marketing-cart.module.ts                             | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/src/lib/lick-marketing-cart.service.spec.ts                       | TypeScript |         12 |          0 |          5 |         17 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/src/lib/lick-marketing-cart.service.ts                            | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/src/public-api.ts                                                 | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/src/test.ts                                                       | TypeScript |         19 |          4 |          4 |         27 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/tsconfig.lib.json                                                 | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/tsconfig.lib.prod.json                                            | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/tsconfig.spec.json                                                | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-cart/tslint.json                                                       | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/README.md                                                     | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/karma.conf.js                                                 | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/ng-package.json                                               | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/package.json                                                  | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/src/lib/lick-marketing-catalog1.component.spec.ts             | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/src/lib/lick-marketing-catalog1.component.ts                  | TypeScript |         16 |          0 |          5 |         21 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/src/lib/lick-marketing-catalog1.module.ts                     | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/src/lib/lick-marketing-catalog1.service.spec.ts               | TypeScript |         12 |          0 |          5 |         17 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/src/lib/lick-marketing-catalog1.service.ts                    | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/src/public-api.ts                                             | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/src/test.ts                                                   | TypeScript |         19 |          4 |          4 |         27 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/tsconfig.lib.json                                             | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/tsconfig.lib.prod.json                                        | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/tsconfig.spec.json                                            | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-catalog1/tslint.json                                                   | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/README.md                                                  | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/karma.conf.js                                              | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/ng-package.json                                            | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/package.json                                               | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/lib/lick-marketing-contact-us1.component.html          | HTML       |         69 |          2 |          5 |         76 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/lib/lick-marketing-contact-us1.component.spec.ts       | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/lib/lick-marketing-contact-us1.component.ts            | TypeScript |         31 |          0 |         11 |         42 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/lib/lick-marketing-contact-us1.module.ts               | TypeScript |         15 |          0 |          2 |         17 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/lib/lick-marketing-contact-us1.service.spec.ts         | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/lib/lick-marketing-contact-us1.service.ts              | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/public-api.ts                                          | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/src/test.ts                                                | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/tsconfig.lib.json                                          | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/tsconfig.lib.prod.json                                     | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/tsconfig.spec.json                                         | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-contact-us1/tslint.json                                                | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/README.md                                                         | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/karma.conf.js                                                     | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/ng-package.json                                                   | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/package.json                                                      | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/lib/lick-marketing-faq1.component.html                        | HTML       |         62 |          1 |          8 |         71 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/lib/lick-marketing-faq1.component.spec.ts                     | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/lib/lick-marketing-faq1.component.ts                          | TypeScript |         19 |          0 |          8 |         27 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/lib/lick-marketing-faq1.module.ts                             | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/lib/lick-marketing-faq1.service.spec.ts                       | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/lib/lick-marketing-faq1.service.ts                            | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/public-api.ts                                                 | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/src/test.ts                                                       | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/tsconfig.lib.json                                                 | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/tsconfig.lib.prod.json                                            | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/tsconfig.spec.json                                                | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq1/tslint.json                                                       | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/README.md                                                         | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/karma.conf.js                                                     | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/ng-package.json                                                   | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/package.json                                                      | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/lib/lick-marketing-faq2.component.html                        | HTML       |         25 |          0 |          7 |         32 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/lib/lick-marketing-faq2.component.spec.ts                     | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/lib/lick-marketing-faq2.component.ts                          | TypeScript |         21 |          0 |          9 |         30 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/lib/lick-marketing-faq2.module.ts                             | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/lib/lick-marketing-faq2.service.spec.ts                       | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/lib/lick-marketing-faq2.service.ts                            | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/public-api.ts                                                 | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/src/test.ts                                                       | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/tsconfig.lib.json                                                 | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/tsconfig.lib.prod.json                                            | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/tsconfig.spec.json                                                | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq2/tslint.json                                                       | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/README.md                                                         | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/karma.conf.js                                                     | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/ng-package.json                                                   | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/package.json                                                      | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/lib/lick-marketing-faq3.component.html                        | HTML       |         65 |          3 |          9 |         77 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/lib/lick-marketing-faq3.component.spec.ts                     | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/lib/lick-marketing-faq3.component.ts                          | TypeScript |         20 |          0 |          9 |         29 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/lib/lick-marketing-faq3.module.ts                             | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/lib/lick-marketing-faq3.service.spec.ts                       | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/lib/lick-marketing-faq3.service.ts                            | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/public-api.ts                                                 | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/src/test.ts                                                       | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/tsconfig.lib.json                                                 | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/tsconfig.lib.prod.json                                            | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/tsconfig.spec.json                                                | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-faq3/tslint.json                                                       | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/README.md                                                    | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/karma.conf.js                                                | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/ng-package.json                                              | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/package.json                                                 | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/lib/lick-marketing-features1.component.html              | HTML       |         25 |          3 |          6 |         34 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/lib/lick-marketing-features1.component.spec.ts           | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/lib/lick-marketing-features1.component.ts                | TypeScript |         22 |          0 |          9 |         31 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/lib/lick-marketing-features1.module.ts                   | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/lib/lick-marketing-features1.service.spec.ts             | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/lib/lick-marketing-features1.service.ts                  | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/public-api.ts                                            | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/src/test.ts                                                  | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/tsconfig.lib.json                                            | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/tsconfig.lib.prod.json                                       | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/tsconfig.spec.json                                           | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features1/tslint.json                                                  | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/README.md                                                    | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/karma.conf.js                                                | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/ng-package.json                                              | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/package.json                                                 | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/lib/lick-marketing-features2.component.css               | CSS        |          0 |          0 |          1 |          1 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/lib/lick-marketing-features2.component.html              | HTML       |         25 |          3 |          6 |         34 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/lib/lick-marketing-features2.component.spec.ts           | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/lib/lick-marketing-features2.component.ts                | TypeScript |         22 |          0 |          9 |         31 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/lib/lick-marketing-features2.module.ts                   | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/lib/lick-marketing-features2.service.spec.ts             | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/lib/lick-marketing-features2.service.ts                  | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/public-api.ts                                            | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/src/test.ts                                                  | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/tsconfig.lib.json                                            | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/tsconfig.lib.prod.json                                       | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/tsconfig.spec.json                                           | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features2/tslint.json                                                  | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/README.md                                                    | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/karma.conf.js                                                | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/ng-package.json                                              | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/package.json                                                 | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/lib/lick-marketing-features3.component.html              | HTML       |         47 |          6 |         14 |         67 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/lib/lick-marketing-features3.component.spec.ts           | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/lib/lick-marketing-features3.component.ts                | TypeScript |         32 |          0 |         12 |         44 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/lib/lick-marketing-features3.module.ts                   | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/lib/lick-marketing-features3.service.spec.ts             | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/lib/lick-marketing-features3.service.ts                  | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/public-api.ts                                            | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/src/test.ts                                                  | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/tsconfig.lib.json                                            | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/tsconfig.lib.prod.json                                       | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/tsconfig.spec.json                                           | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features3/tslint.json                                                  | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/README.md                                                    | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/karma.conf.js                                                | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/ng-package.json                                              | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/package.json                                                 | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/lib/lick-marketing-features4.component.html              | HTML       |         38 |          4 |          7 |         49 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/lib/lick-marketing-features4.component.spec.ts           | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/lib/lick-marketing-features4.component.ts                | TypeScript |         25 |          0 |         10 |         35 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/lib/lick-marketing-features4.module.ts                   | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/lib/lick-marketing-features4.service.spec.ts             | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/lib/lick-marketing-features4.service.ts                  | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/public-api.ts                                            | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/src/test.ts                                                  | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/tsconfig.lib.json                                            | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/tsconfig.lib.prod.json                                       | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/tsconfig.spec.json                                           | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features4/tslint.json                                                  | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/README.md                                                    | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/karma.conf.js                                                | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/ng-package.json                                              | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/package.json                                                 | JSON       |         11 |          0 |          0 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/lib/lick-marketing-features5.component.html              | HTML       |         25 |          3 |          6 |         34 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/lib/lick-marketing-features5.component.spec.ts           | TypeScript |         20 |          0 |          6 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/lib/lick-marketing-features5.component.ts                | TypeScript |         22 |          0 |         10 |         32 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/lib/lick-marketing-features5.module.ts                   | TypeScript |         13 |          0 |          2 |         15 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/lib/lick-marketing-features5.service.spec.ts             | TypeScript |          9 |          0 |          4 |         13 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/lib/lick-marketing-features5.service.ts                  | TypeScript |          7 |          0 |          3 |         10 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/public-api.ts                                            | TypeScript |          3 |          3 |          2 |          8 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/src/test.ts                                                  | TypeScript |         14 |          4 |          4 |         22 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/tsconfig.lib.json                                            | JSON       |         22 |          4 |          0 |         26 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/tsconfig.lib.prod.json                                       | JSON       |          9 |          1 |          1 |         11 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/tsconfig.spec.json                                           | JSON       |         16 |          1 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features5/tslint.json                                                  | JSON       |         17 |          0 |          1 |         18 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features6/README.md                                                    | Markdown   |         13 |          0 |         12 |         25 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features6/karma.conf.js                                                | JavaScript |         37 |          6 |          2 |         45 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features6/ng-package.json                                              | JSON       |          7 |          0 |          0 |          7 |
| /Users/tyshowers/Dropbox/angular/notch-app/projects/lick-marketing-features6/package.json                                                 | JSON       |         11 |          0 |          0 |         11 |
